product_name,price,rating,url,scraped_at
"our band could be your life: scenes from the american indie underground, 1981-1991",57.25,3,https://books.toscrape.com/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,2026-03-10T10:14:20.631533+00:00
olio,23.88,1,https://books.toscrape.com/olio_984/index.html,2026-03-10T10:14:20.631818+00:00
mesaerion: the best science fiction stories 1800-1849,37.59,1,https://books.toscrape.com/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,2026-03-10T10:14:20.632133+00:00
libertarianism for beginners,51.33,2,https://books.toscrape.com/libertarianism-for-beginners_982/index.html,2026-03-10T10:14:20.632434+00:00
it's only the himalayas,45.17,2,https://books.toscrape.com/its-only-the-himalayas_981/index.html,2026-03-10T10:14:20.632730+00:00
in her wake,12.84,1,https://books.toscrape.com/in-her-wake_980/index.html,2026-03-10T10:14:22.732272+00:00
how music works,37.32,2,https://books.toscrape.com/how-music-works_979/index.html,2026-03-10T10:14:22.732543+00:00
"foolproof preserving: a guide to small batch jams, jellies, pickles, condiments, and more: a foolproof guide to making small batch jams, jellies, pickles, condiments, and more",30.52,3,https://books.toscrape.com/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,2026-03-10T10:14:22.732804+00:00
chase me (paris nights #2),25.27,5,https://books.toscrape.com/chase-me-paris-nights-2_977/index.html,2026-03-10T10:14:22.733043+00:00
black dust,34.53,5,https://books.toscrape.com/black-dust_976/index.html,2026-03-10T10:14:22.733280+00:00
birdsong: a story in pictures,54.64,3,https://books.toscrape.com/birdsong-a-story-in-pictures_975/index.html,2026-03-10T10:14:22.733513+00:00
america's cradle of quarterbacks: western pennsylvania's football factory from johnny unitas to joe montana,22.5,3,https://books.toscrape.com/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,2026-03-10T10:14:22.733788+00:00
aladdin and his wonderful lamp,53.13,3,https://books.toscrape.com/aladdin-and-his-wonderful-lamp_973/index.html,2026-03-10T10:14:22.734068+00:00
worlds elsewhere: journeys around shakespeareâs globe,40.3,5,https://books.toscrape.com/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,2026-03-10T10:14:22.734283+00:00
wall and piece,44.18,4,https://books.toscrape.com/wall-and-piece_971/index.html,2026-03-10T10:14:22.734557+00:00
the four agreements: a practical guide to personal freedom,17.66,5,https://books.toscrape.com/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,2026-03-10T10:14:22.734754+00:00
the five love languages: how to express heartfelt commitment to your mate,31.05,3,https://books.toscrape.com/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,2026-03-10T10:14:22.735038+00:00
the elephant tree,23.82,5,https://books.toscrape.com/the-elephant-tree_968/index.html,2026-03-10T10:14:22.735310+00:00
the bear and the piano,36.89,1,https://books.toscrape.com/the-bear-and-the-piano_967/index.html,2026-03-10T10:14:22.735500+00:00
sophie's world,15.94,5,https://books.toscrape.com/sophies-world_966/index.html,2026-03-10T10:14:22.735681+00:00
penny maybe,33.29,3,https://books.toscrape.com/penny-maybe_965/index.html,2026-03-10T10:14:22.735858+00:00
maude (1883-1993):she grew up with the country,18.02,2,https://books.toscrape.com/maude-1883-1993she-grew-up-with-the-country_964/index.html,2026-03-10T10:14:22.736083+00:00
"in a dark, dark wood",19.63,1,https://books.toscrape.com/in-a-dark-dark-wood_963/index.html,2026-03-10T10:14:22.736263+00:00
behind closed doors,52.22,4,https://books.toscrape.com/behind-closed-doors_962/index.html,2026-03-10T10:14:22.736438+00:00
you can't bury them all: poems,33.63,2,https://books.toscrape.com/you-cant-bury-them-all-poems_961/index.html,2026-03-10T10:14:22.736616+00:00
slow states of collapse: poems,57.31,3,https://books.toscrape.com/slow-states-of-collapse-poems_960/index.html,2026-03-10T10:14:20.565195+00:00
reasons to stay alive,26.41,2,https://books.toscrape.com/reasons-to-stay-alive_959/index.html,2026-03-10T10:14:20.565640+00:00
private paris (private #10),47.61,5,https://books.toscrape.com/private-paris-private-10_958/index.html,2026-03-10T10:14:20.566018+00:00
#higherselfie: wake up your life. free your soul. find your tribe.,23.11,5,https://books.toscrape.com/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,2026-03-10T10:14:20.566356+00:00
without borders (wanderlove #1),45.07,2,https://books.toscrape.com/without-borders-wanderlove-1_956/index.html,2026-03-10T10:14:20.566727+00:00
when we collided,31.77,1,https://books.toscrape.com/when-we-collided_955/index.html,2026-03-10T10:14:20.567045+00:00
"we love you, charlie freeman",50.27,5,https://books.toscrape.com/we-love-you-charlie-freeman_954/index.html,2026-03-10T10:14:20.567350+00:00
untitled collection: sabbath poems 2014,14.27,4,https://books.toscrape.com/untitled-collection-sabbath-poems-2014_953/index.html,2026-03-10T10:14:20.567688+00:00
"unseen city: the majesty of pigeons, the discreet charm of snails & other wonders of the urban wilderness",44.18,4,https://books.toscrape.com/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,2026-03-10T10:14:20.568010+00:00
unicorn tracks,18.78,3,https://books.toscrape.com/unicorn-tracks_951/index.html,2026-03-10T10:14:20.568311+00:00
"unbound: how eight technologies made us human, transformed society, and brought our world to the brink",25.52,1,https://books.toscrape.com/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,2026-03-10T10:14:20.568651+00:00
tsubasa: world chronicle 2 (tsubasa world chronicle #2),16.28,1,https://books.toscrape.com/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,2026-03-10T10:14:20.568957+00:00
throwing rocks at the google bus: how growth became the enemy of prosperity,31.12,3,https://books.toscrape.com/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,2026-03-10T10:14:20.569328+00:00
this one summer,19.49,4,https://books.toscrape.com/this-one-summer_947/index.html,2026-03-10T10:14:20.569864+00:00
thirst,17.27,5,https://books.toscrape.com/thirst_946/index.html,2026-03-10T10:14:20.570199+00:00
the torch is passed: a harding family story,19.09,1,https://books.toscrape.com/the-torch-is-passed-a-harding-family-story_945/index.html,2026-03-10T10:14:20.570570+00:00
the secret of dreadwillow carse,56.13,1,https://books.toscrape.com/the-secret-of-dreadwillow-carse_944/index.html,2026-03-10T10:14:20.571020+00:00
"the pioneer woman cooks: dinnertime: comfort classics, freezer food, 16-minute meals, and other delicious ways to solve supper!",56.41,1,https://books.toscrape.com/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,2026-03-10T10:14:20.571379+00:00
the past never ends,56.5,4,https://books.toscrape.com/the-past-never-ends_942/index.html,2026-03-10T10:14:20.571705+00:00
the natural history of us (the fine art of pretending #2),45.22,3,https://books.toscrape.com/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,2026-03-10T10:14:20.572048+00:00
the nameless city (the nameless city #1),38.16,4,https://books.toscrape.com/the-nameless-city-the-nameless-city-1_940/index.html,2026-03-10T10:14:22.716792+00:00
the murder that never was (forensic instincts #5),54.11,3,https://books.toscrape.com/the-murder-that-never-was-forensic-instincts-5_939/index.html,2026-03-10T10:14:22.717091+00:00
the most perfect thing: inside (and outside) a bird's egg,42.96,4,https://books.toscrape.com/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,2026-03-10T10:14:22.717324+00:00
"the mindfulness and acceptance workbook for anxiety: a guide to breaking free from anxiety, phobias, and worry using acceptance and commitment therapy",23.89,4,https://books.toscrape.com/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,2026-03-10T10:14:22.717525+00:00
the life-changing magic of tidying up: the japanese art of decluttering and organizing,16.77,3,https://books.toscrape.com/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,2026-03-10T10:14:22.717701+00:00
"the inefficiency assassin: time management tactics for working smarter, not longer",20.59,5,https://books.toscrape.com/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,2026-03-10T10:14:22.717889+00:00
the gutsy girl: escapades for your life of epic adventure,37.13,1,https://books.toscrape.com/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,2026-03-10T10:14:22.718081+00:00
the electric pencil: drawings from inside state hospital no. 3,56.06,1,https://books.toscrape.com/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,2026-03-10T10:14:22.718283+00:00
the death of humanity: and the case for life,58.11,4,https://books.toscrape.com/the-death-of-humanity-and-the-case-for-life_932/index.html,2026-03-10T10:14:22.718642+00:00
"the bulletproof diet: lose up to a pound a day, reclaim energy and focus, upgrade your life",49.05,3,https://books.toscrape.com/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,2026-03-10T10:14:22.719003+00:00
the art forger,40.76,3,https://books.toscrape.com/the-art-forger_930/index.html,2026-03-10T10:14:22.719378+00:00
the age of genius: the seventeenth century and the birth of the modern mind,19.73,1,https://books.toscrape.com/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,2026-03-10T10:14:22.719772+00:00
the activist's tao te ching: ancient advice for a modern revolution,32.24,5,https://books.toscrape.com/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,2026-03-10T10:14:22.720155+00:00
spark joy: an illustrated master class on the art of organizing and tidying up,41.83,4,https://books.toscrape.com/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,2026-03-10T10:14:22.720581+00:00
soul reader,39.58,2,https://books.toscrape.com/soul-reader_926/index.html,2026-03-10T10:14:22.720896+00:00
security,39.25,2,https://books.toscrape.com/security_925/index.html,2026-03-10T10:14:22.721086+00:00
"saga, volume 6 (saga (collected editions) #6)",25.02,3,https://books.toscrape.com/saga-volume-6-saga-collected-editions-6_924/index.html,2026-03-10T10:14:22.721262+00:00
"saga, volume 5 (saga (collected editions) #5)",51.04,2,https://books.toscrape.com/saga-volume-5-saga-collected-editions-5_923/index.html,2026-03-10T10:14:22.721452+00:00
reskilling america: learning to labor in the twenty-first century,19.83,2,https://books.toscrape.com/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,2026-03-10T10:14:22.721640+00:00
"rat queens, vol. 3: demons (rat queens (collected editions) #11-15)",50.4,3,https://books.toscrape.com/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,2026-03-10T10:14:22.721832+00:00
